"shark_ID","year","size_slow","size_fast","num_detections","num_receivers","n_rec_lagoon","n_inner_lagoon","n_outer_lagoon","n_rec_plat","n_rec_drop","n_rec_coast","min_date","max_date","n_tracking_days","tracking_period","binary_cat","binary_num","sex","sex_num","maturity_slow","mcp_area_100","mcp_area_95","mcp_area_90","mcp_area_80","mcp_area_75","mcp_area_70","mcp_area_60"
69,2015,226.5,235.5,16,4,0,0,0,3,1,0,2015-06-15 15:07:23,2015-11-25 02:01:04,9,162.454,"exploratory",1,"m",0,"mature","NA","NA","NA","NA","NA","NA","NA"
69,2016,239,251,21,8,0,0,0,3,5,0,2016-01-08 14:40:58,2016-12-11 13:54:08,14,337.967,"exploratory",1,"m",0,"mature","146.033129964806","49.70862088571","36.3564115587434","22.9859076673173","22.9859076673173","22.9859076673173","22.9859076673173"
69,2017,251.5,266.5,71,17,5,0,0,5,3,0,2017-02-23 11:04:14,2017-12-14 07:09:06,24,293.837,"exploratory",1,"m",0,"mature","150.617407617374","150.617407617374","131.720162214351","108.82644201001","108.82644201001","88.5544397140291","32.8803087522825"
69,2018,264,282,104,18,8,0,0,4,4,0,2018-04-17 08:29:01,2018-12-30 08:15:14,38,256.99,"exploratory",1,"m",0,"mature","164.778584825803","164.459947968609","164.135186628723","109.104616920318","82.5773915489722","73.9732776853327","66.7321979921623"
69,2019,276.5,297.5,22,8,2,0,0,5,1,0,2019-01-21 09:57:45,2019-11-22 10:38:22,14,305.028,"exploratory",1,"m",0,"mature","112.912389582695","112.912389582695","112.912389582695","112.912389582695","112.912389582695","75.7725540987971","69.5775104101522"
71,2013,121.5,124.5,16,3,3,0,0,0,0,0,2013-01-20 01:02:36,2013-12-27 23:39:55,6,341.943,"resident",0,"m",0,"juvenile","NA","NA","NA","NA","NA","NA","NA"
71,2014,134,140,50,5,5,0,0,0,0,0,2014-01-03 20:32:40,2014-03-04 07:44:35,14,59.467,"resident",0,"m",0,"juvenile","NA","NA","NA","NA","NA","NA","NA"
72,2012,110,110,154,2,2,0,0,0,0,0,2012-11-22 14:25:58,2012-12-31 14:30:33,32,39.003,"resident",0,"f",1,"juvenile","NA","NA","NA","NA","NA","NA","NA"
72,2013,122.5,125.5,1111,9,9,0,0,0,0,0,2013-01-01 13:54:06,2013-12-31 17:07:02,263,364.134,"resident",0,"f",1,"juvenile","3.48667007711131","3.48667007711131","2.67781449904526","0.520850563445814","0.140935144483648","0","0"
72,2014,135,141,4354,21,20,0,0,0,0,0,2014-01-01 09:10:41,2014-12-31 06:22:33,349,363.883,"resident",0,"f",1,"juvenile","12.2125105588319","5.58848500888511","5.58848500888511","2.37142126512965","1.80154439265289","1.80154439265289","1.34809865108219"
72,2015,147.5,156.5,4717,25,25,0,0,0,0,0,2015-01-02 01:26:04,2015-12-31 20:10:31,362,363.781,"resident",0,"f",1,"juvenile","11.642506318466","5.59458145327989","5.59458145327989","3.14349453980787","2.37142126512965","2.37142126512965","1.91797552355896"
72,2016,160,172,2265,22,21,0,0,0,0,0,2016-01-01 01:59:13,2016-05-07 13:52:36,128,127.495,"resident",0,"f",1,"juvenile","11.238204955882","6.42795036426717","5.28818801014189","1.47064454013392","1.47064454013392","0.294128813956633","0.294128813956633"
88,2013,140,140,1763,10,10,0,0,0,0,0,2013-02-14 00:34:07,2013-12-31 22:59:08,267,320.934,"resident",0,"f",1,"juvenile","3.8420323510021","3.8420323510021","1.72799371921376","0.116425316969998","0.116425316969998","0","0"
88,2014,152.5,155.5,12243,25,25,0,0,0,0,0,2013-12-31 23:01:36,2014-12-31 05:48:36,360,364.283,"resident",0,"f",1,"juvenile","11.0236173354703","5.4780899816188","5.4780899816188","1.43386965916116","1.43386965916116","1.43386965916116","1.43386965916116"
88,2015,165,171,7855,29,26,0,0,0,0,0,2014-12-31 23:59:04,2015-12-31 22:54:50,364,364.955,"resident",0,"f",1,"juvenile","13.4931634621454","4.81634358985748","4.5222081935269","4.24034329478191","2.62876341309909","2.62876341309909","2.32850925953538"
88,2016,177.5,186.5,1650,21,21,0,0,0,0,0,2016-01-01 00:42:56,2016-03-24 14:26:48,84,83.572,"resident",0,"f",1,"juvenile","9.01373512569782","5.08593733348299","3.85427610682083","3.11284680022831","2.11404439995231","2.11404439995231","1.25616990744802"
